bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
1,3,1758,1,3,3,4,1,2,9.526357406356684,65.33037294572581
4,1,707,2,5,3,4,0,1,1.7196403964801537,47.39989063670681
3,3,1850,0,13,4,2,1,0,1.209880418336371,71.33927979730394
2,3,2523,2,10,3,12,0,0,8.814960465472286,80.77980922574986
1,1,1186,1,3,4,7,0,2,2.0894894748909163,39.06095661054773
3,2,1948,2,11,3,7,0,2,3.9062810126179404,69.25949826253263
1,3,2298,1,1,3,16,0,2,7.1065483369713425,70.01104504795458
5,3,2064,0,15,1,14,1,1,5.2965169993781736,83.99048472316039
4,2,2677,2,4,3,3,0,2,4.474538218392191,88.29183371018854
5,1,2532,0,15,5,21,0,2,7.291434144351454,100.45156261430876
2,3,1585,2,7,5,24,0,0,18.685412800314054,67.13972119549327
5,1,2844,1,15,5,17,0,0,11.666459551111043,116.07494322304206
1,2,1794,0,4,1,6,0,2,16.91681961056397,49.02671329636908
5,2,614,1,3,3,9,0,0,23.29026766035464,48.240860983885504
1,1,776,2,14,1,0,1,0,1.0325089961036564,38.586041056003175
2,2,2859,1,6,3,25,1,2,23.829994561868432,85.11682141749746
5,2,1606,2,1,4,3,1,2,7.69935406435351,80.57238790544362
4,3,809,0,9,1,25,1,2,7.900188243583246,46.05027357619096
4,1,615,1,12,5,10,1,2,16.105817689750317,56.131267856089096
4,3,1151,1,18,5,14,1,2,9.660512701315579,86.6586333658034
5,1,748,2,3,5,14,1,0,2.930992937646513,67.43182350620066
5,3,1053,2,19,3,27,0,1,18.074741728510617,66.23535005512223
5,2,2174,2,3,3,22,1,0,5.396517445372026,88.31736735169966
1,1,402,0,14,1,2,1,2,23.30492490385201,18.88091531433427
2,1,1517,1,4,2,18,1,1,24.70872875593499,66.5763484074966
4,1,1482,2,13,3,19,1,1,5.3493666256198305,58.286761523047225
1,1,806,2,13,2,23,0,1,19.088468286263755,35.30406877196927
4,2,2465,1,2,2,13,1,0,24.803763893602625,88.99438499421623
1,2,1917,0,2,3,2,1,2,23.92737918090006,67.81114366712539
5,2,1150,1,10,1,7,1,0,14.557955776950438,73.28773665239525
4,3,2295,2,11,2,9,1,1,8.488656845628945,84.05921202936273
5,2,1287,1,15,1,8,0,0,1.2799283167084639,64.20280770358166
4,3,2779,2,3,1,27,0,2,22.557655475981377,83.72183007635911
3,3,1412,2,14,3,23,1,0,1.854273972508663,81.44680886931656
1,2,568,1,18,2,14,0,1,14.834131321129096,29.62701274387071
3,2,2095,1,19,1,23,1,1,5.467586550949458,67.19696323695109
1,2,1248,0,19,2,8,0,0,6.807595362314551,42.64004488976401
2,3,2104,2,1,1,3,0,2,1.5604389572251547,68.93440132837475
4,1,1340,2,19,3,11,0,2,1.8857513174356253,68.51836303607944
2,2,605,2,3,1,18,0,2,9.404936818055564,31.400742908765565
2,3,2292,2,8,3,23,1,0,22.061440330460613,79.2237162403206
1,3,920,2,17,3,0,0,1,14.579999499152379,49.63101043107239
3,2,1417,1,1,2,13,1,0,13.919355768131027,63.40844359553324
5,3,2751,2,6,2,9,1,1,15.887253807479892,103.75709092602773
1,2,2562,1,17,2,0,0,0,13.848008273193493,71.43946158947898
5,3,2534,0,1,4,3,0,1,8.301869288706712,89.61645301632518
2,1,1142,2,13,2,9,0,2,22.119288366145962,42.04205380320182
5,3,2875,0,12,2,2,1,0,12.414479577099478,103.3094626387669
3,2,2121,1,5,1,25,1,2,19.06364169277644,70.91717106427816
1,1,849,1,13,4,15,0,0,22.88909798058186,39.082194902533466
3,2,1185,0,8,4,17,1,2,1.0894554345064753,51.72992445106324
3,3,401,2,12,1,24,0,1,12.475302249517018,32.49146115442175
1,1,1501,1,9,2,11,0,1,15.510776814758813,44.96994633400964
3,1,1747,1,17,5,27,0,1,13.057432250586146,71.23107751750763
4,3,1521,1,14,3,27,0,1,22.657977622128406,70.68153937186307
4,1,2557,1,7,4,20,1,0,23.561154601699513,86.34533780911961
4,1,1078,1,4,1,18,0,1,4.222948983763115,46.434811227549744
5,1,2232,1,7,5,8,1,2,8.259082990646181,99.40244948884609
3,2,770,0,17,3,23,1,2,7.333112933837971,58.76583247517656
1,2,1445,2,17,5,19,1,0,12.92243534016039,60.140093886404365
1,1,1121,2,1,2,25,0,0,10.170521321405182,31.0612036422255
5,3,704,2,2,1,4,1,1,9.62118852337056,68.67977251214589
1,3,1323,2,18,3,26,0,0,13.81361749576767,65.04821946894216
4,2,1695,0,9,3,27,1,1,12.76159495152069,79.38329839081426
3,3,1235,0,5,2,4,0,0,12.169008004057034,57.28159188839902
1,1,2893,2,1,2,7,0,1,3.717135191946854,66.6537231737998
1,3,2725,1,7,2,6,1,2,13.942389125192935,84.40736358256154
2,2,2824,2,2,1,18,1,1,2.415054798511907,83.52236637085576
2,2,2679,1,3,4,21,1,2,15.792384618670937,85.37189312386428
2,1,825,1,4,5,21,0,2,15.962505362616703,41.37098327087016
3,2,2392,0,3,1,17,0,0,7.254174759398772,70.12827384863336
4,2,2226,1,19,1,14,0,2,4.247507652708935,81.39184556181952
4,2,2888,0,12,5,28,1,1,20.1585923476878,108.89813045502281
4,3,2481,2,15,3,0,0,0,19.489187194300936,96.65648755486163
3,2,2776,0,4,5,6,0,0,23.704177715128786,92.54879682310167
3,3,853,1,1,2,18,0,1,11.711424202770125,51.27814869891102
2,2,1163,1,16,3,4,0,0,8.573238264882121,49.067956632593074
1,2,1548,1,6,1,7,1,1,8.262592157098121,46.32968699765421
5,3,922,2,17,5,4,0,2,5.324400247055827,72.62549180094315
5,3,881,0,5,1,26,1,0,9.393586745669374,60.04651572916496
1,1,2764,2,13,1,4,0,2,4.067139790281006,69.12112897654761
2,1,521,0,12,5,4,0,0,21.92886572056198,31.244413268130103
1,3,980,2,1,1,10,0,1,9.325138766911227,43.54651209587691
1,2,2934,2,12,4,6,1,1,14.134705158285627,92.1628795674953
5,1,2572,1,2,4,1,0,1,2.598005255988455,87.84494438735592
2,3,2234,2,18,1,29,1,1,7.7376196710576615,76.3336534561528
3,3,1500,2,9,3,16,0,0,6.364996888118892,66.05327958236681
5,2,1117,0,16,3,10,1,2,22.287110292367128,80.07364546785459
3,3,805,2,15,3,19,0,2,5.320362590233029,50.422195426538075
2,1,1666,1,10,3,4,1,0,20.09265121410709,63.05542565767498
1,2,1884,2,2,4,6,1,0,7.7840450179164575,62.34160823852748
4,3,676,0,4,3,0,0,2,6.067928321597082,55.86971529021986
4,3,1892,0,18,5,8,0,2,1.2318399925368126,90.07230090258997
2,2,1648,2,19,3,10,1,0,7.997485833269655,71.12245371391161
4,2,1524,2,18,5,27,0,0,2.686918331848209,74.10829192772238
3,2,2057,0,14,4,11,0,0,9.69116172524846,77.11634694645656
4,1,2153,1,8,5,9,0,0,2.2696994275169704,83.59843404542129
2,1,906,2,5,5,19,1,0,2.5414328366300785,54.673716900672886
2,3,636,1,5,1,21,1,2,9.509067122009917,44.70855074731434
3,3,1151,1,8,5,10,0,2,11.752036375895436,55.69374813629714
4,2,2953,2,11,1,0,0,1,8.97789839114185,93.87588815366017
4,3,564,1,7,3,24,1,1,1.5686743853963545,58.71543525460636
1,3,2092,0,13,5,19,0,2,5.2742463697758,72.47514560882755
5,2,2356,1,17,5,4,0,2,23.53719571662824,88.1054602001137
2,1,2168,0,19,2,14,1,1,14.721613186791387,73.4831381930465
1,1,2823,2,3,3,23,0,1,21.49563247934108,84.3041091592529
2,1,1855,1,2,5,21,1,1,2.231908375959587,78.17182882046787
1,3,2530,0,6,5,9,0,0,1.181740685334698,79.72124560136396
5,2,830,0,19,2,11,1,1,19.762031079797723,52.90404899242225
1,1,2925,2,15,1,13,1,0,10.22751327617545,69.58578579588732
2,3,1182,1,4,3,18,0,0,9.859443639132529,54.616651027543824
4,2,2816,0,19,2,9,1,1,6.7172462555444685,98.7639091862551
2,1,1354,0,7,3,23,0,2,4.853059043099935,54.875294070281626
3,1,2392,2,14,3,21,1,1,20.882926161436536,82.85756929245461
3,2,2059,1,7,1,11,1,1,2.4737618921672215,69.27830165677206
3,3,540,1,14,1,17,0,1,12.960531051043244,41.018248114693236
3,3,1119,0,5,4,20,0,1,9.65038868171954,58.205160858773056
5,1,2050,1,15,2,18,1,1,7.610022670811643,84.0967158997331
4,2,2376,1,12,2,3,0,0,19.257840086927352,86.31983047891222
4,3,1415,1,17,3,24,1,1,22.0948664868615,73.11216216643584
2,2,687,1,5,4,18,1,2,5.6797409626842175,51.120663684754966
1,2,2802,1,19,4,20,1,2,2.8482307873944075,86.33350440484874
2,1,742,1,10,3,13,0,0,10.00127011397877,36.270646243399646
2,2,2596,1,12,1,7,1,0,11.563164981097355,75.89942210596426
2,2,2657,0,2,4,28,0,1,2.2752173693560236,86.33109951283694
2,2,1375,0,17,2,24,1,1,12.280848651849038,62.857222248646
4,3,2983,1,5,1,22,1,0,23.82749363558646,103.12355331836095
1,1,2223,1,15,5,26,0,2,10.255112701602485,70.20547147653986
2,1,730,2,13,4,3,0,1,22.600246046431547,41.30956547367641
4,2,764,0,11,3,24,0,2,21.36581161308061,47.4857533668742
2,2,410,2,18,2,15,1,0,11.477747674812342,45.384176795940576
3,3,908,0,9,4,11,1,2,17.956303179227618,62.80807841383268
2,1,1868,2,16,3,17,0,2,6.017416514211268,59.59834892006531
2,3,1513,2,15,2,11,0,2,4.242667209452104,62.19872494123402
5,1,1021,2,4,4,17,0,1,1.0508161061164563,61.31796248532344
3,3,1300,0,12,2,3,1,0,2.7598007922622605,64.68033676757167
1,2,1871,0,13,5,15,1,1,16.079812907162868,66.12570396204042
2,3,726,1,9,2,17,1,2,22.249770822343557,44.38741223172177
1,2,473,0,15,3,18,0,1,24.468153984967458,30.542475591266864
3,1,650,0,18,4,15,1,1,12.579262008755887,56.3301463630547
2,1,2897,0,7,3,20,0,1,4.3718337958620985,75.4177920591566
5,2,1305,0,12,5,2,0,0,1.0035025453802868,68.51981987497224
4,1,2802,1,10,1,16,0,0,24.637332111227312,78.66336498991595
5,3,932,1,7,2,26,1,2,20.627937731588965,71.08156139748795
5,2,695,0,14,3,2,1,1,13.568083121980099,60.513453559613374
4,1,697,2,15,4,12,1,2,6.894348573733534,51.57776934434776
4,3,1751,2,4,4,5,0,1,13.425175656632133,82.34713441654712
4,3,701,0,8,1,18,1,2,21.125120256301916,50.205617797153
2,1,911,1,19,4,8,1,0,14.343684758975808,50.69455492889265
1,1,984,2,19,5,18,0,2,24.89223877077402,37.170338907628874
1,3,2821,1,5,1,10,0,0,3.5614160686798124,83.50321803186112
4,2,1517,1,3,5,2,0,1,24.58066621528321,79.08437551178952
5,1,2579,2,10,2,14,1,1,15.031492146939046,92.66726051861136
3,1,2034,0,15,5,15,0,1,14.630755136112029,82.62936241718933
4,2,1309,1,2,2,2,0,2,9.619559743007835,57.05515893416083
5,2,2333,2,10,5,4,1,2,1.9817166810124798,95.03511593419184
5,1,452,1,16,1,6,0,2,19.250659396205858,48.60818756726706
2,2,1919,2,3,2,20,0,0,7.620795351133237,57.52223290774595
2,3,2676,0,7,5,8,1,1,9.400954352195754,96.05596924252625
1,3,1190,0,19,5,21,0,1,13.80892745643609,67.53318865795563
1,3,1927,0,15,4,0,1,0,2.3670914518384034,69.99173204358941
3,1,894,1,12,5,24,0,0,1.2589731447753527,51.66517457013192
3,2,1252,0,2,4,29,1,1,3.518554353997258,70.93595633472272
3,3,1494,0,13,5,18,0,1,18.648387303023206,74.93307682351822
3,2,2636,0,19,3,23,0,0,5.573005077700952,78.49523968184971
5,3,1062,0,7,4,13,1,0,13.342592849839345,80.82475349430995
5,2,407,2,3,1,27,1,1,5.461652821561588,48.6388033703882
1,3,2779,2,6,1,14,1,1,7.833762319361471,85.44371022962973
2,3,1065,1,1,2,2,0,0,1.9100561414394797,41.8350160486721
2,3,1068,2,2,1,23,0,1,9.79510457148864,56.604504593385414
4,3,1685,2,1,2,3,0,0,4.272689077396516,70.07857670861321
5,3,560,2,4,1,16,1,1,14.394945944111214,59.786568215293975
3,3,2798,2,5,4,26,0,2,21.068926768723884,90.27984102248557
3,3,2764,2,2,3,13,1,2,22.080885404837602,88.69899941423802
4,3,1336,0,16,2,21,0,1,23.40079718069517,62.54951577252021
2,3,417,1,8,3,6,1,0,3.9734999394142765,49.57552949208737
3,2,2933,2,15,5,7,1,2,13.39486245628176,107.25010826322045
2,2,2814,2,11,5,15,1,0,3.7542468285214596,92.00315186627748
4,1,750,1,10,3,21,1,2,8.355022065962762,61.92165073467187
2,3,2975,2,3,4,15,0,2,6.551804189672316,88.1044730733193
2,2,1271,2,11,3,13,1,2,1.2988889484006254,56.83471229309706
2,2,1858,1,17,3,16,0,1,23.36390322803347,66.32960647755075
3,2,2717,0,10,3,4,0,1,19.760884908055168,80.82566000497546
1,2,1491,0,17,2,8,1,0,13.455770172707513,39.74094214483371
5,2,1453,1,14,2,2,1,1,9.276967832601512,78.06731021112402
2,2,715,0,1,3,20,0,0,10.878292586490696,41.95385502861583
2,1,2244,0,9,4,21,0,2,5.92456920778042,71.30410431108619
2,2,1136,0,15,5,4,0,1,24.23681062301963,50.59060127773845
1,1,2611,0,4,5,19,1,2,7.851499539277986,82.29682190651022
4,1,719,2,3,5,17,0,0,2.7929067849815397,50.38251704011382
3,3,1437,1,7,1,20,0,1,14.546871520890333,54.615523704007174
1,3,2726,0,3,4,9,0,1,18.97092365192559,88.76371350513828
2,3,831,0,15,2,0,0,2,24.313280428301184,40.03133607641079
1,2,1033,1,10,5,16,0,1,15.916084825136407,48.31215191386731
1,3,2105,2,16,2,7,0,0,5.425758536631082,65.39766368940987
1,2,2969,0,17,2,28,1,1,10.386326502121848,80.58180903106803
4,2,2805,0,19,2,19,1,2,8.599735988169883,93.98616294210126
5,3,1436,2,1,2,16,1,0,1.4687378865989604,80.42813035971386
3,3,1124,1,1,3,17,1,1,10.41223924728006,70.4463160151403
4,1,1072,0,14,2,4,1,2,20.190878484941205,57.09202453768477
4,1,2679,0,2,1,6,0,2,10.727660793947344,82.91381375018773
5,2,870,1,2,2,28,1,2,21.44272141894439,59.47461482552024
4,2,1001,2,10,5,27,0,2,18.83019987546073,60.41655500495541
1,3,1782,1,15,2,4,1,2,18.26447790372844,60.22666430697344
1,3,2702,0,15,5,26,1,0,10.14514799428823,93.85015733569148
2,1,1938,2,7,2,9,1,2,2.2805386740106774,60.86741726219997
4,3,679,2,8,4,5,1,2,22.178526399548094,61.04713085809637
2,2,2564,2,11,3,6,0,1,16.318904817082007,76.72859231864547
3,3,1585,1,16,5,2,0,0,3.1724599271010314,66.62777403176597
1,1,2310,1,7,1,26,1,2,2.9574961277530845,60.169085279153606
3,2,2413,1,9,2,9,0,1,15.74259076477167,78.3939912741959
5,1,2745,0,19,5,20,1,0,11.13304937618288,101.84758634869992
1,1,1315,1,1,3,23,0,0,5.577218057991206,53.809656820060056
3,2,2017,2,18,2,28,1,2,6.746362498938153,80.03563144126302
5,1,1781,0,8,3,26,0,0,10.257609049922003,78.78329109480859
3,3,2083,0,8,1,5,0,1,19.005034671229936,65.53218514097048
5,3,2965,0,8,5,1,1,0,5.72730009155835,113.84509628364073
5,1,2825,2,14,1,24,1,2,17.85498822795352,92.36106634458963
1,3,825,1,2,3,1,0,2,5.296946898297311,41.932385137017974
2,1,2187,2,3,4,5,0,1,19.329573615181737,78.24028435376351
5,3,2984,1,7,4,26,1,0,22.606085261735466,106.38010216358259
5,1,952,0,3,5,17,1,1,11.626884063164656,68.35478776399417
1,3,568,0,15,2,9,1,0,16.391784382197066,37.37901868936799
2,2,914,2,11,1,6,1,0,7.392465912183343,45.312357143997716
4,2,2106,1,2,4,16,0,0,23.263332486824094,82.34358719913365
4,3,829,0,18,4,3,0,0,11.220998854504565,57.737642699505145
2,1,2530,2,14,2,11,1,2,12.920748764118539,76.19886202036666
3,3,2777,2,18,1,7,0,2,7.275240136513999,85.41655839802934
1,1,1090,1,2,3,8,1,1,5.656304228780942,40.36049687213509
2,3,2904,1,4,4,9,0,0,6.4582517321578345,102.62622540492295
4,3,752,1,14,5,18,0,1,12.41991863594966,61.250954884880734
5,2,2791,0,7,5,8,0,1,4.302622700785595,112.56946642158294
4,1,1517,2,15,3,27,0,2,10.309115026427566,66.9033420070214
5,1,1805,1,6,2,29,1,1,10.168830427535212,76.97763153739713
1,1,1718,2,5,2,23,1,1,11.39562459456025,53.221219085755266
5,1,2645,0,18,4,3,0,1,11.127991967925547,95.10884917800588
2,1,478,0,11,4,15,0,0,7.586081265422716,25.697714509950753
5,2,1077,1,8,4,0,1,0,9.803312449009109,64.81138773435697
3,3,950,0,12,3,9,1,1,22.656743601959903,56.86156808706199
2,1,1219,2,18,3,15,1,1,1.8993397061333015,46.22057351436276
1,1,613,2,15,4,20,0,0,3.1068516205147985,32.978150650723386
2,3,2066,0,8,2,26,1,0,23.292275019571967,75.53838925998026
3,2,1068,0,4,1,22,1,1,7.50400594501066,62.28737033284546
1,2,1388,0,15,4,20,1,1,8.300219123011464,60.417038946900625
4,2,1293,2,11,2,26,0,0,9.257990890207353,60.53767031940936
3,3,558,0,1,2,4,0,0,3.4810789586437165,44.71164169069967
1,3,2648,1,2,5,20,1,0,19.455569273334365,92.10545936051787
5,2,421,1,8,1,2,1,0,4.916039283958071,48.45667159450936
2,2,2164,2,16,4,21,0,1,17.842108920772734,72.26635647869705
1,3,2329,0,1,1,26,0,0,6.580179380393769,62.3303958246735
2,2,1661,0,3,4,3,0,0,17.37061442361191,54.4348344397076
5,1,1572,0,18,1,9,1,0,24.324950910100235,67.22467951643182
1,3,1184,1,16,1,1,1,2,13.232741222903119,50.929350380945436
4,2,2002,1,13,2,19,0,2,8.65390345630076,79.29599099810814
3,1,2454,1,4,1,21,1,0,10.071398830857177,75.34275859018936
1,3,1656,1,4,1,28,0,1,10.214175779283732,48.21358366965492
5,3,2292,1,2,4,5,0,0,4.007978051472068,94.78673505625355
1,1,978,2,13,2,13,0,0,20.651082492400334,30.419516090485097
2,3,1500,2,13,1,26,1,0,10.101558242938747,54.164859604902816
1,2,888,0,7,2,24,1,0,18.22945405350043,37.191129977932775
4,3,1325,0,7,2,23,1,2,7.48911350362288,71.5164374754105
1,2,2534,1,17,3,4,0,0,9.553670300007342,73.6775856824684
3,1,2187,0,10,4,25,0,0,22.28570523168827,77.52842175750453
1,1,2390,2,12,3,18,1,2,11.19888620650864,72.99291368477176
2,3,621,2,16,2,19,0,0,9.47641553639992,46.333591472201384
1,1,2860,0,2,1,29,0,1,8.52783729188717,76.8874885806147
4,1,2649,1,9,4,20,1,2,22.430459739072035,98.15114577004778
5,3,2668,2,12,5,14,0,0,11.148167639711655,102.15181619350219
1,2,2604,0,17,4,16,1,1,22.05126533511091,84.79960955932452
1,3,2148,1,16,3,28,1,0,8.206932295692525,73.26181565408332
3,3,2576,0,5,4,11,1,0,24.479286885990298,97.68518017031991
4,2,1666,1,19,1,24,0,1,13.067197069843377,64.02631319773086
5,2,1595,1,17,4,12,1,1,4.9509093176948795,82.41177285583541
2,2,1926,2,3,5,19,1,1,11.177687608963662,78.87812545774116
1,3,1903,2,17,3,23,0,0,17.362424143062942,73.40740686783953
5,2,1276,0,15,3,20,1,1,22.307932237695102,76.63219220614442
2,1,2717,0,19,2,15,1,1,4.050056440301939,81.23944611464316
4,2,562,1,15,3,14,0,0,14.4026625743532,48.50480526469737
4,1,1354,2,18,5,10,0,0,13.783539470920472,72.81562399734739
5,2,423,1,12,5,4,1,0,8.880847105738813,58.25889767986842
2,1,2944,1,12,3,29,1,0,10.805928301939545,91.1771232815685
4,1,592,1,3,4,27,0,2,8.31058549039799,60.80243000183523
5,1,1277,1,11,5,17,1,0,8.25754844109738,77.74886789447963
4,1,789,1,10,3,23,0,1,13.800981266427828,45.71740042783727
4,1,2944,1,15,3,27,0,1,2.441230012854544,86.94293911076215
4,2,1363,0,11,4,12,1,0,12.551708386012688,71.89586407642425
3,3,2576,2,1,3,10,1,1,8.783258782969078,98.95011432189405
2,3,2808,2,4,1,9,1,1,12.145067573889772,91.3160766052645
5,3,1164,1,8,2,14,0,2,24.39961715214963,65.23117026726474
5,3,2373,1,13,5,6,1,2,18.79023619087729,109.90544182930728
2,3,1638,1,17,4,29,0,0,21.675541209309433,72.06467000808972
2,1,2734,2,15,4,11,1,2,9.915520583138939,87.09019276045987
2,2,1167,2,1,2,17,0,1,17.939897432713778,44.69229699707895
2,1,2816,1,3,1,26,0,0,12.115583712431565,84.42095034324535
1,2,1892,2,17,2,5,0,0,15.330421610091022,49.773258288501786
5,2,1298,1,4,3,8,0,1,11.511414349791169,68.88870696616674
1,2,1484,1,8,4,15,0,1,4.161020745595119,53.10877611184661
4,2,2709,1,15,3,7,0,1,23.736261565688775,94.08615377023892
4,3,1187,0,8,4,25,1,1,17.95274449164247,75.87856105466673
5,2,510,2,14,4,11,0,2,15.414564551394148,51.50715634263885
4,2,2252,2,6,3,18,0,1,14.458862853264645,78.35873430588782
2,3,540,2,15,2,22,1,0,18.349287006141367,44.53756447952065
1,1,1144,1,9,5,15,1,2,13.781146612908087,58.16297071050554
2,1,2982,0,5,5,3,0,0,6.181986201400683,85.76298079317323
4,1,478,1,13,2,26,0,1,1.1754554966869,38.01891388822323
1,1,1917,1,7,1,19,0,1,10.194005845807835,52.55357347436583
2,2,2956,1,17,2,15,1,0,14.526683278007106,96.42914090957288
5,3,1370,0,8,2,6,0,0,9.92207923482999,71.61717736491417
2,3,465,1,5,2,26,0,1,13.799520261258657,27.18535055020624
4,1,1933,1,7,5,12,0,2,16.95705239187386,70.47525001283839
1,3,1794,0,8,4,22,0,1,20.43660915615213,59.8193715623228
5,2,686,1,7,1,11,1,2,8.167427449462323,49.92007175000539
1,1,522,1,12,1,26,1,1,16.196325794688764,35.37126608833976
5,2,1403,2,6,1,0,0,2,22.402634767096668,64.90439771194563
1,2,403,0,4,3,10,1,1,4.658345014975874,40.809268242690145
4,2,2239,2,3,2,16,0,0,17.571876346615657,77.38657707528132
5,2,811,1,5,4,5,0,0,22.946947101536146,60.27913042820738
3,2,649,0,19,4,1,1,1,17.112154544644483,51.190001763546576
1,1,1910,0,8,3,2,0,1,3.222114669999544,55.61368174470618
1,2,2317,1,5,5,1,1,2,7.795236798642022,78.85096784440529
2,1,1756,2,13,3,17,1,2,5.547526296696201,66.48191873152315
5,3,2900,1,10,3,23,0,1,22.8966368665748,102.73742035760145
3,2,557,0,6,2,23,1,2,24.809130963950395,46.82142185022258
4,2,2000,0,1,5,12,1,0,11.388158506348214,90.55419369019643
2,3,2010,1,11,3,21,1,0,22.50869847022784,77.16348238948343
3,1,1863,1,9,4,18,1,1,4.241722796222337,84.6307876720138
5,2,1377,1,16,2,20,0,0,1.0824869674530246,63.810645437770724
3,3,2782,1,15,5,29,0,2,14.640822389616083,95.1765294650138
1,3,1661,2,5,4,6,1,1,24.69724005960996,62.91470860171284
1,2,552,2,15,1,20,1,0,14.496468508944329,33.89908190078753
2,1,2029,2,1,2,15,1,1,24.532260148765907,70.7575947156603
5,1,1455,2,15,4,22,1,0,11.817951808546985,76.59265695625571
5,2,2979,0,4,3,15,1,0,10.168989322271063,118.8855924834944
3,3,452,0,16,3,9,1,0,23.30988917957262,48.89278850687372
2,2,2154,2,7,2,6,1,0,2.1714127145468876,66.49654147795692
5,1,1728,1,8,5,19,0,1,8.84290669810973,77.2488054586842
1,3,2792,0,2,3,15,0,0,11.643942975437827,73.99395395675243
3,2,400,1,12,4,9,0,0,3.0864482078728663,45.373468057687106
4,3,566,2,2,1,29,0,0,13.410292766391954,39.313209030869395
1,1,2764,0,14,5,13,0,1,10.007248868829464,77.74359628520807
2,1,1364,0,19,2,25,1,0,11.487494927045947,49.337501072355984
5,1,2285,0,6,3,21,1,0,17.471921457016443,88.60440100316886
1,2,672,0,19,5,8,1,0,2.688440269773351,42.55884929125701
4,3,2092,2,17,1,3,0,1,24.083041299950853,72.65883841964222
4,2,2820,0,3,5,25,0,0,13.53845610030366,100.00570928433578
2,2,1299,2,10,5,11,1,0,21.131461879486697,67.9093669557802
1,2,2648,0,13,2,16,1,1,8.643888798301377,71.1348947360041
3,2,2587,2,18,1,7,0,2,8.524442323904353,83.79015288026817
1,3,2753,2,19,1,3,0,1,22.691532785431676,73.51465460982038
4,3,1619,1,17,5,7,1,2,3.81943539817315,84.93941070110945
2,2,759,2,8,3,26,1,2,3.4906749130348196,49.12219374036167
2,2,2754,1,18,5,8,1,2,17.7300334523944,91.82466768620868
3,1,2439,0,7,4,11,0,2,12.184656343761006,86.5456671283004
2,1,2780,1,11,3,28,1,2,18.215568181885985,83.48571598073924
2,3,733,2,3,2,27,1,1,11.389630750189411,42.34562953605645
2,1,2964,1,2,1,15,0,0,6.081836783723125,85.21407472543005
2,3,1130,0,19,3,7,0,1,18.16589305198836,63.32627094388386
2,3,1897,1,11,2,14,1,1,1.9373284538281696,67.85972253434099
4,3,1817,2,8,5,16,0,0,11.751089674583742,87.01464289262537
1,1,2143,2,11,2,12,1,0,12.007641110131392,73.72429348528456
5,1,2000,0,2,4,13,0,1,2.8702724644171607,82.33252009208883
2,3,1803,0,12,2,27,1,1,6.799156268032833,71.89261918373971
5,3,420,1,9,3,14,1,1,7.239314196677712,66.09650345807175
5,2,2373,0,6,1,27,0,1,22.431769550539805,90.09631760052058
4,3,1278,2,12,3,8,1,0,13.303360539594214,75.97137584833503
2,3,576,1,18,3,20,1,2,17.09832842352254,41.733415611458376
5,2,1786,1,5,1,23,0,1,2.3178225321261356,66.03233828125505
2,3,2469,1,17,4,28,0,2,3.4835224257049147,82.07132002101426
3,3,2995,1,16,3,11,0,2,14.52088507761105,102.87183490916563
3,3,2697,0,12,1,21,0,1,21.042798419465097,77.92465346608437
3,2,1060,1,2,1,22,0,1,2.271537470149344,46.35089503827138
5,1,1599,1,16,3,18,0,0,24.603357276657064,75.1300251323
3,3,525,1,1,1,24,0,2,22.250614094878948,36.45706076091699
4,2,1669,2,2,5,8,0,1,21.95550594677136,73.87511950825586
4,3,1010,2,13,3,25,1,1,1.2081770419076578,59.30534414459273
5,2,1694,0,16,4,12,1,0,10.753417181686906,81.32611787544737
2,3,1409,2,1,5,28,0,1,20.098350724452324,60.56896073378144
1,2,2491,2,19,4,17,0,2,19.206509193100274,74.21013655391805
2,1,2157,0,4,3,3,1,1,9.295383030804782,66.80700292445945
2,1,2364,0,3,2,19,0,1,22.06335432605482,72.7843464608461
2,1,947,1,2,1,0,1,0,16.265431670874115,36.619590668256684
2,3,1591,1,12,5,19,1,2,24.854800813797095,72.54263465935593
1,2,2882,0,13,3,2,0,2,9.033399747069218,75.94808715939955
3,3,1453,1,18,1,26,1,2,16.445143602450997,62.791568016394
2,3,2020,1,5,2,10,1,1,11.1877792913651,88.22551237652482
4,2,2804,1,12,4,1,0,1,16.54130788498048,91.99383328073513
5,3,2222,0,19,3,5,1,1,7.234459534880522,99.25588912395287
5,2,1671,2,1,3,2,1,2,10.17943596240268,75.91386455091443
4,2,2119,2,9,2,9,1,2,23.37351257197797,88.37342666338321
2,1,652,0,1,4,24,1,2,7.937433836942711,45.962489419822646
1,1,1959,0,18,3,8,1,2,15.89688723847096,64.57087036706646
3,1,1136,1,3,1,13,0,1,23.04612950214996,47.62696931424063
5,2,2446,0,6,2,15,0,0,12.544494719594157,94.49622746058388
3,1,1299,0,4,3,26,1,2,17.682241239923368,68.10870127393227
1,2,2328,0,12,4,23,1,0,18.953154606882105,84.53731634534937
5,3,2570,0,12,5,23,0,2,14.058636585278308,98.30438643380765
3,1,1717,1,5,3,17,0,0,10.093820457906439,66.82136018122019
1,2,2590,1,13,4,26,0,0,20.402225067347295,76.1399568678401
3,2,1402,0,12,2,21,1,0,14.298810909486463,69.73332988981922
